,Unnamed: 0,Brand,Category,Product Name,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,category,Polarity
979,1326,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,separatedlovex,customer service needs more time to get back to my enquiries, IAR Fair,4,2019-03-22 08:18:00,no,product,-1
980,1327,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,yuannz,"shade of concealer fits my tone well.
 free gift (lipstick) has a pretty shade of red", Medium,5,2019-03-14 21:34:00,no,kiv,1
981,1328,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,claire_lsnr,love love love this product, Medium,5,2019-03-11 13:12:00,no,product,1
982,1329,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,claire_lsnr,"bought it at a lighter shade before, suits my skin", Medium,5,2019-03-11 13:12:00,no,kiv,0
983,1330,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,claire_lsnr,buying it at medium shade now as i tanned ðÿ¤£, Medium,5,2019-03-11 13:12:00,no,kiv,0
984,1331,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,mariequek,"quick delivery, received in good condition:-) really like using it as well!", Fair,5,2019-03-13 08:25:00,no,kiv,1
985,1332,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,debbieg.raymond,exact same as the ones in stores, Medium,5,2019-03-25 23:26:00,no,product,0
986,1333,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,debbieg.raymond,packaging came undamaged too, Medium,5,2019-03-25 23:26:00,no,product,0
987,1334,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,debbieg.raymond,multiple buys on different occasions, Medium,5,2019-03-25 23:26:00,no,product,1
988,1335,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,debbieg.raymond,"extremely pleased, thank you!", Medium,5,2019-03-25 23:26:00,no,kiv,1
989,1336,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,venusgal77,package took awhile to received at such good price no complaint but hopefully it works ðÿ˜šðÿ‘ðÿ», Light,5,2019-01-26 12:38:00,no,kiv,KIV
990,1337,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,linggg510,super worth it as itâ€™s cheaper as compared to buying from drugstores!, Honey,5,2019-03-14 21:31:00,no,kiv,1
991,1338,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,norhaslizahhasbolah,received it with many2 tanks.fast delivery.yet to try it., Fair,5,2019-02-26 18:04:00,no,kiv,1
992,1339,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ilayovertheocean,"good stuff, fast delivery, you gotta twist till you see the colour at the fuzz", IAR Light,5,2019-03-20 03:47:00,no,kiv,1
993,1340,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,ilayovertheocean,the texture of the concealer is as smooth as a babyâ€™s butt on my skin lol, IAR Light,5,2019-03-20 03:47:00,no,kiv,1
994,1341,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,mizfit946,good buy! this will not be my last.., IAR Medium,5,2019-08-02 17:19:00,no,kiv,1
995,1342,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,mizfit946,more to shop here ðÿ‘ðÿ‘ðÿ‘, IAR Medium,5,2019-08-02 17:19:00,no,kiv,1
996,1343,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,debbieg.raymond,always satisfied, Medium,5,2019-01-10 17:41:00,yes,product,1
997,1344,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,debbieg.raymond,packaging upgraded, Medium,5,2019-01-10 17:41:00,yes,product,1
998,1345,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,debbieg.raymond,second time making this purchase, Medium,5,2019-01-10 17:41:00,yes,product,0
